study_id,rows,cols,spacing_y_mm,spacing_x_mm,n_slices,z_spacing_mm,slice_thickness_tag_mm,spacing_between_slices_mm
1.2.826.0.1.3680043.19621,512,512,0.26171875,0.26171875,198,1.0,1.0,
1.2.826.0.1.3680043.19639,512,512,0.28515625,0.28515625,230,1.0,1.0,
1.2.826.0.1.3680043.19644,512,512,0.343,0.343,473,0.4000000000000004,0.5,
1.2.826.0.1.3680043.19649,512,512,0.238281,0.238281,527,0.3125,0.625,
1.2.826.0.1.3680043.19661,512,512,0.316406,0.316406,249,0.625,0.625,
1.2.826.0.1.3680043.19675,512,512,0.343,0.343,428,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19678,512,512,0.539062023163,0.539062023163,336,0.625,0.625,
1.2.826.0.1.3680043.19680,512,512,0.3984375,0.3984375,245,1.0000000000000002,1.0,
1.2.826.0.1.3680043.19688,512,512,0.427734375,0.427734375,377,0.4500000319148937,0.9,
1.2.826.0.1.3680043.19700,512,512,0.351,0.351,361,0.4,0.5,
1.2.826.0.1.3680043.19705,512,512,0.253906,0.253906,241,0.625,0.625,
1.2.826.0.1.3680043.1972,512,512,0.39,0.39,237,0.7999999999999998,1.0,
1.2.826.0.1.3680043.19720,512,512,0.521484017372,0.521484017372,345,0.625,0.625,
1.2.826.0.1.3680043.19727,512,512,0.253906,0.253906,241,0.625,0.625,
1.2.826.0.1.3680043.19728,512,512,0.33203125,0.33203125,200,1.0,1.0,
1.2.826.0.1.3680043.1975,512,512,0.392578125,0.392578125,214,0.8,1.0,
1.2.826.0.1.3680043.19759,512,512,0.2578125,0.2578125,481,0.4,0.8,
1.2.826.0.1.3680043.19761,512,512,0.298828125,0.298828125,203,0.9999999999999997,1.0,
1.2.826.0.1.3680043.19778,512,512,0.390625,0.390625,484,0.49999999917184257,1.0,
1.2.826.0.1.3680043.19780,512,512,0.253906,0.253906,310,0.625,0.625,
1.2.826.0.1.3680043.19789,512,512,0.2734375,0.2734375,199,1.0,1.0,
1.2.826.0.1.3680043.19797,512,512,0.292968988419,0.292968988419,428,0.5,1.0,
1.2.826.0.1.3680043.19805,512,512,0.310546875,0.310546875,423,0.4,0.6,
1.2.826.0.1.3680043.19808,512,512,0.277344,0.277344,581,0.3125,0.625,
1.2.826.0.1.3680043.1981,512,512,0.302734,0.302734,347,0.625,0.625,
1.2.826.0.1.3680043.19846,512,512,0.431640625,0.431640625,483,0.4,0.6,
1.2.826.0.1.3680043.19877,512,512,0.283203,0.283203,251,0.625,0.625,
1.2.826.0.1.3680043.19882,512,512,0.253906,0.253906,243,0.625,0.625,
1.2.826.0.1.3680043.19888,512,512,0.234375,0.234375,303,0.6249966887417219,0.625,
1.2.826.0.1.3680043.19947,512,512,0.278,0.278,239,0.7999999999999999,1.0,
1.2.826.0.1.3680043.19962,512,512,0.267578,0.267578,275,0.625,0.625,
1.2.826.0.1.3680043.19967,512,512,0.312,0.312,473,0.3999999999999999,0.5,
1.2.826.0.1.3680043.19975,512,512,0.357421875,0.357421875,623,0.4,0.6,
1.2.826.0.1.3680043.20004,512,512,0.253906,0.253906,293,0.625,0.625,
1.2.826.0.1.3680043.20022,512,512,0.335938,0.335938,309,0.625,0.625,
1.2.826.0.1.3680043.20023,512,512,0.253906,0.253906,340,0.625,0.625,
1.2.826.0.1.3680043.20026,512,512,0.251953,0.251953,525,0.3125,0.625,
1.2.826.0.1.3680043.2003,512,512,0.351,0.351,473,0.3999999999999999,0.5,
1.2.826.0.1.3680043.20033,512,512,0.296875,0.296875,513,0.3125,0.625,
1.2.826.0.1.3680043.20038,512,512,0.351563,0.351563,474,0.45000000000000007,0.625,
1.2.826.0.1.3680043.20061,512,512,0.417,0.417,251,0.8,1.0,
1.2.826.0.1.3680043.20070,512,512,0.332031,0.332031,288,0.625,0.625,
1.2.826.0.1.3680043.20085,512,512,0.305,0.305,263,0.7999999999999999,1.0,
1.2.826.0.1.3680043.20087,512,512,0.33203125,0.33203125,254,1.0000000000000002,1.0,
1.2.826.0.1.3680043.20097,512,512,0.296875,0.296875,311,0.625,0.625,
1.2.826.0.1.3680043.20111,512,512,0.27734375,0.27734375,197,0.9999999999999997,1.0,
1.2.826.0.1.3680043.20120,512,512,0.41796875,0.41796875,335,0.5,1.0,
1.2.826.0.1.3680043.20153,512,512,0.240234,0.240234,201,0.625,0.625,
1.2.826.0.1.3680043.20158,512,512,0.322265625,0.322265625,200,0.9999999999999997,1.0,
1.2.826.0.1.3680043.20161,512,512,0.332031,0.332031,378,0.625,0.625,
1.2.826.0.1.3680043.20163,512,512,0.267578,0.267578,284,0.625,0.625,
1.2.826.0.1.3680043.20171,512,512,0.253906,0.253906,337,0.625,0.625,
1.2.826.0.1.3680043.20180,512,512,0.503,0.503,638,0.3999999999999999,0.5,
1.2.826.0.1.3680043.20212,512,512,0.314453,0.314453,251,0.625,0.625,
1.2.826.0.1.3680043.2022,512,512,0.253906,0.253906,282,0.625,0.625,
1.2.826.0.1.3680043.20257,512,512,0.253906,0.253906,295,0.625,0.625,
1.2.826.0.1.3680043.20262,512,512,0.253906,0.253906,293,0.625,0.625,
1.2.826.0.1.3680043.20276,512,512,0.459,0.459,267,0.7999999999999998,1.0,
1.2.826.0.1.3680043.20351,512,512,0.388671875,0.388671875,216,1.0,1.0,
1.2.826.0.1.3680043.20381,512,512,0.293,0.293,272,0.7999999999999998,1.0,
1.2.826.0.1.3680043.20406,512,512,0.337,0.337,273,0.8,1.0,
1.2.826.0.1.3680043.20431,512,512,0.253906,0.253906,322,0.6249968847352024,0.625,
1.2.826.0.1.3680043.20433,512,512,0.27734375,0.27734375,221,1.0,1.0,
1.2.826.0.1.3680043.20509,512,512,0.376,0.376,287,0.7999999999999998,1.0,
1.2.826.0.1.3680043.20515,512,512,0.373046875,0.373046875,401,0.4999999990000001,1.0,
1.2.826.0.1.3680043.20516,512,512,0.271484375,0.271484375,194,1.0000000000000002,1.0,
1.2.826.0.1.3680043.20523,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.20565,512,512,0.390625,0.390625,465,0.499999999137931,1.0,
1.2.826.0.1.3680043.20566,512,512,0.271484375,0.271484375,412,0.39999999999999997,0.6,
1.2.826.0.1.3680043.20574,512,512,0.48046875,0.48046875,98,0.5,1.0,
1.2.826.0.1.3680043.2058,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.20611,512,512,0.253906,0.253906,276,0.625,0.625,
1.2.826.0.1.3680043.20617,512,512,0.312,0.312,481,0.4,0.5,
1.2.826.0.1.3680043.20618,512,512,0.376,0.376,226,0.8,1.0,
1.2.826.0.1.3680043.20620,512,512,0.390625,0.390625,417,0.5,1.0,
1.2.826.0.1.3680043.20639,512,512,0.332031,0.332031,285,0.625,0.625,
1.2.826.0.1.3680043.20643,512,512,0.279296875,0.279296875,172,1.0,1.0,
1.2.826.0.1.3680043.20647,512,512,0.253906,0.253906,263,0.625,0.625,
1.2.826.0.1.3680043.20650,512,512,0.253906,0.253906,308,0.625,0.625,
1.2.826.0.1.3680043.20659,512,512,0.300781,0.300781,242,0.625,0.625,
1.2.826.0.1.3680043.20676,512,512,0.3769531,0.3769531,313,0.7000000000000001,1.0,
1.2.826.0.1.3680043.20699,512,512,0.351563,0.351563,573,0.3125,0.625,
1.2.826.0.1.3680043.2070,512,512,0.625,0.625,337,0.625,0.625,
1.2.826.0.1.3680043.20708,512,512,0.349,0.349,282,0.7999999999999998,1.0,
1.2.826.0.1.3680043.20723,512,512,0.407,0.407,251,0.8,1.0,
1.2.826.0.1.3680043.20727,512,512,0.228516,0.228516,673,0.3125,0.625,
1.2.826.0.1.3680043.20747,512,512,0.332031,0.332031,322,0.625,0.625,
1.2.826.0.1.3680043.20756,512,512,0.358,0.358,1082,0.1998149861239593,0.5,
1.2.826.0.1.3680043.20761,512,512,0.238281,0.238281,259,0.625,0.625,
1.2.826.0.1.3680043.20773,512,512,0.2734375,0.2734375,182,1.0,1.0,
1.2.826.0.1.3680043.20780,512,512,0.271484,0.271484,268,0.625,0.625,
1.2.826.0.1.3680043.20798,512,512,0.332031,0.332031,358,0.625,0.625,
1.2.826.0.1.3680043.20851,512,512,0.297,0.297,451,0.4,0.5,
1.2.826.0.1.3680043.20873,512,512,0.253906,0.253906,322,0.6250031152647976,0.625,
1.2.826.0.1.3680043.20905,512,512,0.66,0.66,358,0.8,1.0,
1.2.826.0.1.3680043.20925,512,512,0.394531,0.394531,825,0.312501213592233,0.625,
1.2.826.0.1.3680043.20928,512,512,0.307,0.307,248,0.8,1.0,
1.2.826.0.1.3680043.20930,512,512,0.546875,0.546875,323,0.625,0.625,
1.2.826.0.1.3680043.20932,512,512,0.21875,0.21875,308,0.625,0.625,
1.2.826.0.1.3680043.20944,512,512,0.277344,0.277344,309,0.625,0.625,
1.2.826.0.1.3680043.20953,512,512,0.291015625,0.291015625,178,1.0,1.0,
1.2.826.0.1.3680043.20963,512,512,0.308594,0.308594,271,0.625,0.625,
1.2.826.0.1.3680043.20971,512,512,0.34375,0.34375,681,0.3125,0.625,
1.2.826.0.1.3680043.20976,512,512,0.390625,0.390625,432,0.49999999976798143,1.0,
1.2.826.0.1.3680043.20981,512,512,0.390625,0.390625,399,0.5000000000000001,1.0,
1.2.826.0.1.3680043.20995,512,512,0.390625,0.390625,397,0.4499998762626264,0.9,
1.2.826.0.1.3680043.21027,512,512,0.285156,0.285156,513,0.3125,0.625,
1.2.826.0.1.3680043.21037,512,512,0.3125,0.3125,285,0.625,0.625,
1.2.826.0.1.3680043.21040,512,512,0.292969,0.292969,321,0.625,0.625,
1.2.826.0.1.3680043.21058,512,512,0.404296875,0.404296875,484,0.39999999999999997,0.6,
1.2.826.0.1.3680043.21059,512,512,0.453125,0.453125,309,0.625,0.625,
1.2.826.0.1.3680043.21120,512,512,0.30078125,0.30078125,453,0.5,1.0,
1.2.826.0.1.3680043.21161,512,512,0.461,0.461,458,0.3999999999999999,0.5,
1.2.826.0.1.3680043.21166,512,512,0.212891,0.212891,541,0.3125,0.625,
1.2.826.0.1.3680043.21167,512,512,0.49414101243,0.49414101243,341,0.625,0.625,
1.2.826.0.1.3680043.21171,512,512,0.28125,0.28125,298,0.6249966329966331,0.625,
1.2.826.0.1.3680043.21219,512,512,0.289063,0.289063,549,0.31249817518248174,0.625,
1.2.826.0.1.3680043.21224,512,512,0.484375,0.484375,363,0.625,0.625,
1.2.826.0.1.3680043.21231,512,512,0.278,0.278,261,0.8,1.0,
1.2.826.0.1.3680043.21239,512,512,0.47265625,0.47265625,446,0.4999999997752809,1.0,
1.2.826.0.1.3680043.21257,512,512,0.456,0.456,311,0.8,1.0,
1.2.826.0.1.3680043.21259,512,512,0.354,0.354,503,0.3999999999999999,0.5,
1.2.826.0.1.3680043.21283,512,512,0.324,0.324,706,0.4,0.5,
1.2.826.0.1.3680043.21286,512,512,0.294921875,0.294921875,238,0.9999999999999998,1.0,
1.2.826.0.1.3680043.21292,512,512,0.53125,0.53125,359,0.625,0.625,
1.2.826.0.1.3680043.21295,512,512,0.279296875,0.279296875,198,1.0,1.0,
1.2.826.0.1.3680043.21296,512,512,0.381,0.381,451,0.4,0.5,
1.2.826.0.1.3680043.21305,512,512,0.273438,0.273438,343,0.625,0.625,
1.2.826.0.1.3680043.21312,512,512,0.317011,0.317011,337,0.625,0.625,
1.2.826.0.1.3680043.21321,512,512,0.296875,0.296875,673,0.3125,0.625,
1.2.826.0.1.3680043.21326,512,512,0.332031,0.332031,319,0.625,0.625,
1.2.826.0.1.3680043.21340,512,512,0.42,0.42,264,0.7999999999999999,1.0,
1.2.826.0.1.3680043.21350,512,512,0.304688,0.304688,319,0.625,0.625,
1.2.826.0.1.3680043.21355,512,512,0.316406011581,0.316406011581,332,0.625,0.625,
1.2.826.0.1.3680043.21370,512,512,0.359375,0.359375,194,1.0,1.0,
1.2.826.0.1.3680043.2143,512,512,0.228516,0.228516,685,0.3125,0.625,
1.2.826.0.1.3680043.21459,512,512,0.351561993361,0.351561993361,310,0.625,0.625,
1.2.826.0.1.3680043.21477,512,512,0.3359375,0.3359375,531,0.4,0.6,
1.2.826.0.1.3680043.21515,512,512,0.273438,0.273438,229,0.625,0.625,
1.2.826.0.1.3680043.2152,512,512,0.585937976837,0.585937976837,418,0.625,0.625,
1.2.826.0.1.3680043.21526,512,512,0.330078,0.330078,352,0.4500000000000001,0.625,
1.2.826.0.1.3680043.21554,512,512,0.277344,0.277344,581,0.3125,0.625,
1.2.826.0.1.3680043.21560,512,512,0.234375,0.234375,257,0.625,0.625,
1.2.826.0.1.3680043.21561,512,512,0.253906,0.253906,385,0.625,0.625,
1.2.826.0.1.3680043.21586,512,512,0.253906,0.253906,250,0.625,0.625,
1.2.826.0.1.3680043.21589,512,512,0.275,0.275,206,0.8,1.0,
1.2.826.0.1.3680043.2159,512,512,0.283203,0.283203,645,0.3125,0.625,
1.2.826.0.1.3680043.21594,512,512,0.302734375,0.302734375,228,1.0,1.0,
1.2.826.0.1.3680043.21628,512,512,0.404297,0.404297,357,0.625,0.625,
1.2.826.0.1.3680043.21639,512,512,0.292969,0.292969,299,0.625,0.625,
1.2.826.0.1.3680043.21651,512,512,0.435546994209,0.435546994209,510,0.4999998801571708,1.0,
1.2.826.0.1.3680043.2168,512,512,0.314453125,0.314453125,178,1.0,1.0,
1.2.826.0.1.3680043.21684,512,512,0.37109375,0.37109375,533,0.5000000003759398,1.0,
1.2.826.0.1.3680043.2170,512,512,0.332031011581,0.332031011581,251,0.625,0.625,
1.2.826.0.1.3680043.21714,512,512,0.253906,0.253906,357,0.625,0.625,
1.2.826.0.1.3680043.2172,512,512,0.26953125,0.26953125,201,1.0,1.0,
1.2.826.0.1.3680043.21724,512,512,0.296875,0.296875,306,0.625,0.625,
1.2.826.0.1.3680043.21754,512,512,0.351562,0.351562,353,0.625,0.625,
1.2.826.0.1.3680043.21758,512,512,0.376,0.376,264,0.7999999999999999,1.0,
1.2.826.0.1.3680043.21760,512,512,0.257812,0.257812,384,0.625,0.625,
1.2.826.0.1.3680043.21806,512,512,0.511718988419,0.511718988419,433,0.625,0.625,
1.2.826.0.1.3680043.21809,512,512,0.283,0.283,296,0.8,1.0,
1.2.826.0.1.3680043.21810,512,512,0.351562,0.351562,351,0.625,0.625,
1.2.826.0.1.3680043.21818,512,512,0.3125,0.3125,539,0.4000000000000001,0.6,
1.2.826.0.1.3680043.21821,512,512,0.322266,0.322266,295,0.625,0.625,
1.2.826.0.1.3680043.21825,512,512,0.283,0.283,218,0.8000000000000002,1.0,
1.2.826.0.1.3680043.2188,512,512,0.253906,0.253906,326,0.6249969230769231,0.625,
1.2.826.0.1.3680043.21888,512,512,0.253906,0.253906,337,0.625,0.625,
1.2.826.0.1.3680043.21904,512,512,0.332031,0.332031,270,0.625,0.625,
1.2.826.0.1.3680043.21920,512,512,0.253906,0.253906,267,0.625,0.625,
1.2.826.0.1.3680043.21933,512,512,0.412,0.412,676,0.4,0.5,
1.2.826.0.1.3680043.21963,512,512,0.376953125,0.376953125,399,0.5,1.0,
1.2.826.0.1.3680043.21978,512,512,0.267578,0.267578,259,0.625,0.625,
1.2.826.0.1.3680043.21982,512,512,0.228516,0.228516,275,0.625,0.625,
1.2.826.0.1.3680043.21988,512,512,0.31640625,0.31640625,240,1.0,1.0,
1.2.826.0.1.3680043.21997,512,512,0.289063,0.289063,545,0.3125,0.625,
1.2.826.0.1.3680043.22004,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.22006,512,512,0.253906,0.253906,280,0.625,0.625,
1.2.826.0.1.3680043.22010,512,512,0.253906,0.253906,301,0.625,0.625,
1.2.826.0.1.3680043.22019,512,512,0.326172,0.326172,669,0.3125,0.625,
1.2.826.0.1.3680043.22022,512,512,0.312,0.312,556,0.4,0.5,
1.2.826.0.1.3680043.22042,512,512,0.2421875,0.2421875,186,0.9999999999999936,1.0,
1.2.826.0.1.3680043.22050,512,512,0.508,0.508,274,0.7999999999999999,1.0,
1.2.826.0.1.3680043.22081,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.2210,512,512,0.49023398757,0.49023398757,309,0.625,0.625,
1.2.826.0.1.3680043.22120,512,512,0.34375,0.34375,542,0.4000000000000002,0.6,
1.2.826.0.1.3680043.22140,512,512,0.257813,0.257813,565,0.3125017730496454,0.625,
1.2.826.0.1.3680043.22149,512,512,0.241,0.241,201,0.8,1.0,
1.2.826.0.1.3680043.22159,512,512,0.314453,0.314453,313,0.625,0.625,
1.2.826.0.1.3680043.22184,512,512,0.289062,0.289062,279,0.625,0.625,
1.2.826.0.1.3680043.2221,512,512,0.2890625,0.2890625,438,0.4,0.6,
1.2.826.0.1.3680043.22240,512,512,0.253906,0.253906,262,0.625,0.625,
1.2.826.0.1.3680043.22245,512,512,0.332031,0.332031,373,0.625,0.625,
1.2.826.0.1.3680043.22276,512,512,0.275391,0.275391,373,0.625,0.625,
1.2.826.0.1.3680043.22282,512,512,0.287109375,0.287109375,213,1.0,1.0,
1.2.826.0.1.3680043.2230,512,512,0.349,0.349,236,0.8,1.0,
1.2.826.0.1.3680043.22310,512,512,0.312,0.312,451,0.4,0.5,
1.2.826.0.1.3680043.22358,512,512,0.37,0.37,458,0.3999999999999999,0.5,
1.2.826.0.1.3680043.22361,512,512,0.253906,0.253906,285,0.6250035211267605,0.625,
1.2.826.0.1.3680043.22392,512,512,0.334,0.334,238,0.8,1.0,
1.2.826.0.1.3680043.2243,512,512,0.390625,0.390625,445,0.5000000004504505,1.0,
1.2.826.0.1.3680043.22430,512,512,0.366,0.366,246,0.8,1.0,
1.2.826.0.1.3680043.22436,512,512,0.367188,0.367188,376,0.625,0.625,
1.2.826.0.1.3680043.22438,512,512,0.606,0.606,473,0.3999999999999999,0.5,
1.2.826.0.1.3680043.22444,512,512,0.332031,0.332031,321,0.625,0.625,
1.2.826.0.1.3680043.22447,512,512,0.351562,0.351562,287,0.625,0.625,
1.2.826.0.1.3680043.22477,512,512,0.349609,0.349609,263,0.625,0.625,
1.2.826.0.1.3680043.22478,512,512,0.314453125,0.314453125,215,1.0,1.0,
1.2.826.0.1.3680043.2248,512,512,0.214,0.214,202,0.7999999999999998,1.0,
1.2.826.0.1.3680043.22510,512,512,0.328125,0.328125,223,1.0,1.0,
1.2.826.0.1.3680043.22517,512,512,0.493,0.493,271,0.8,1.0,
1.2.826.0.1.3680043.22538,512,512,0.318359375,0.318359375,546,0.4,0.6,
1.2.826.0.1.3680043.22543,512,512,0.261719,0.261719,253,0.625,0.625,
1.2.826.0.1.3680043.22548,512,512,0.390625,0.390625,388,0.4999999997312662,1.0,
1.2.826.0.1.3680043.22560,512,512,0.298828,0.298828,253,0.625,0.625,
1.2.826.0.1.3680043.22575,512,512,0.322265625,0.322265625,453,0.4,0.6,
1.2.826.0.1.3680043.22596,512,512,0.331,0.331,651,0.4,0.5,
1.2.826.0.1.3680043.22643,512,512,0.312,0.312,443,0.3999999999999999,0.5,
1.2.826.0.1.3680043.22669,512,512,0.361328,0.361328,322,0.625,0.625,
1.2.826.0.1.3680043.2267,512,512,0.28125,0.28125,262,0.625,0.625,
1.2.826.0.1.3680043.22672,512,512,0.253906,0.253906,257,0.625,0.625,
1.2.826.0.1.3680043.22675,512,512,0.337891,0.337891,295,0.625,0.625,
1.2.826.0.1.3680043.22678,768,768,0.321614593267,0.321614593267,385,0.5,1.0,
1.2.826.0.1.3680043.22691,512,512,0.263672,0.263672,256,0.625,0.625,
1.2.826.0.1.3680043.22701,512,512,0.253906,0.253906,281,0.625,0.625,
1.2.826.0.1.3680043.22711,512,512,0.312,0.312,436,0.4,0.5,
1.2.826.0.1.3680043.22717,512,512,0.306641,0.306641,328,0.625,0.625,
1.2.826.0.1.3680043.22755,512,512,0.26953125,0.26953125,223,1.0,1.0,
1.2.826.0.1.3680043.22757,512,512,0.26171875,0.26171875,391,0.5,1.0,
1.2.826.0.1.3680043.22759,512,512,0.40625,0.40625,506,0.4,0.6,
1.2.826.0.1.3680043.22780,512,512,0.589843988419,0.589843988419,320,0.625,0.625,
1.2.826.0.1.3680043.22793,512,512,0.405,0.405,298,0.8,1.0,
1.2.826.0.1.3680043.22804,512,512,0.41,0.41,277,0.7999999999999998,1.0,
1.2.826.0.1.3680043.22806,512,512,0.395,0.395,324,0.7999999999999999,1.0,
1.2.826.0.1.3680043.22808,512,512,0.330078125,0.330078125,612,0.3999999999999998,0.6,
1.2.826.0.1.3680043.22829,512,512,0.39453125,0.39453125,481,0.4,0.6,
1.2.826.0.1.3680043.22841,512,512,0.253906,0.253906,277,0.625,0.625,
1.2.826.0.1.3680043.2286,512,512,0.300781,0.300781,333,0.625,0.625,
1.2.826.0.1.3680043.22885,512,512,0.274,0.274,548,0.3999999999999999,0.5,
1.2.826.0.1.3680043.22889,512,512,0.384765625,0.384765625,549,0.39999999999999997,0.6,
1.2.826.0.1.3680043.2289,512,512,0.19,0.19,211,0.8,1.0,
1.2.826.0.1.3680043.22926,512,512,0.390625,0.390625,399,0.49999999947236184,1.0,
1.2.826.0.1.3680043.22930,512,512,0.429688,0.429688,737,0.31250135869565215,0.625,
1.2.826.0.1.3680043.22944,512,512,0.304688,0.304688,537,0.3125,0.625,
1.2.826.0.1.3680043.22950,512,512,0.246094,0.246094,319,0.625,0.625,
1.2.826.0.1.3680043.22968,512,512,0.355469,0.355469,307,0.625,0.625,
1.2.826.0.1.3680043.2297,512,512,0.351563,0.351563,645,0.3125,0.625,
1.2.826.0.1.3680043.22980,512,512,0.351563,0.351563,413,0.45,0.625,
1.2.826.0.1.3680043.22993,512,512,0.30078125,0.30078125,193,1.0,1.0,
1.2.826.0.1.3680043.23052,512,512,0.318359375,0.318359375,183,1.0,1.0,
1.2.826.0.1.3680043.23099,512,512,0.253906,0.253906,326,0.625,0.625,
1.2.826.0.1.3680043.23104,512,512,0.300781011581,0.300781011581,298,0.625,0.625,
1.2.826.0.1.3680043.23126,512,512,0.525,0.525,312,0.7999999999999998,1.0,
1.2.826.0.1.3680043.23168,512,512,0.32,0.32,421,0.4,0.5,
1.2.826.0.1.3680043.2321,512,512,0.390625,0.390625,340,0.49999999882005897,1.0,
1.2.826.0.1.3680043.23212,512,512,0.253906,0.253906,246,0.625,0.625,
1.2.826.0.1.3680043.23216,512,512,0.253906,0.253906,305,0.625,0.625,
1.2.826.0.1.3680043.2325,512,512,0.373046875,0.373046875,427,0.4999999999999999,1.0,
1.2.826.0.1.3680043.23251,512,512,0.373,0.373,463,0.3999999999999999,0.5,
1.2.826.0.1.3680043.23252,512,512,0.380859375,0.380859375,579,0.4000000000000001,0.6,
1.2.826.0.1.3680043.23257,512,512,0.509765625,0.509765625,207,1.0,1.0,
1.2.826.0.1.3680043.23260,512,512,0.28125,0.28125,325,0.625,0.625,
1.2.826.0.1.3680043.23261,512,512,0.394531,0.394531,637,0.3125,0.625,
1.2.826.0.1.3680043.23325,512,512,0.354,0.354,518,0.3999999999999999,0.5,
1.2.826.0.1.3680043.23353,512,512,0.242188,0.242188,685,0.3124985380116959,0.625,
1.2.826.0.1.3680043.23355,512,512,0.324218988419,0.324218988419,332,0.625,0.625,
1.2.826.0.1.3680043.23356,512,512,0.332031,0.332031,432,0.625,0.625,
1.2.826.0.1.3680043.2336,512,512,0.333984,0.333984,613,0.3125,0.625,
1.2.826.0.1.3680043.23361,512,512,0.253906,0.253906,337,0.625,0.625,
1.2.826.0.1.3680043.234,512,512,0.3125,0.3125,351,0.6249971428571429,0.625,
1.2.826.0.1.3680043.23400,512,519,0.291015625,0.29094412331407,245,0.7804467213114753,1.0,
1.2.826.0.1.3680043.23410,512,512,0.351563,0.351563,398,0.44999748110831234,0.625,
1.2.826.0.1.3680043.23422,512,512,0.351563,0.351563,421,0.45,0.625,
1.2.826.0.1.3680043.23431,512,512,0.261719,0.261719,276,0.625,0.625,
1.2.826.0.1.3680043.23432,512,512,0.253906,0.253906,322,0.625,0.625,
1.2.826.0.1.3680043.23449,512,512,0.275391,0.275391,273,0.625,0.625,
1.2.826.0.1.3680043.23474,512,512,0.53125,0.53125,254,0.625,0.625,
1.2.826.0.1.3680043.23475,512,512,0.331,0.331,503,0.3999999999999999,0.5,
1.2.826.0.1.3680043.23509,512,512,0.441406011581,0.441406011581,379,0.625,0.625,
1.2.826.0.1.3680043.23527,512,512,0.261719,0.261719,301,0.625,0.625,
1.2.826.0.1.3680043.23528,512,512,0.273438,0.273438,285,0.625,0.625,
1.2.826.0.1.3680043.23536,512,512,0.273438006639,0.273438006639,306,0.625,0.625,
1.2.826.0.1.3680043.23543,512,512,0.40625,0.40625,192,1.0,1.0,
1.2.826.0.1.3680043.23597,512,512,0.390625,0.390625,342,0.625,0.625,
1.2.826.0.1.3680043.23611,512,512,0.255859,0.255859,513,0.3125,0.625,
1.2.826.0.1.3680043.23633,512,512,0.259766,0.259766,657,0.3125,0.625,
1.2.826.0.1.3680043.23648,512,512,0.357421875,0.357421875,561,0.4,0.6,
1.2.826.0.1.3680043.23658,512,512,0.405,0.405,266,0.8,1.0,
1.2.826.0.1.3680043.23660,512,512,0.28515625,0.28515625,182,1.0,1.0,
1.2.826.0.1.3680043.23672,512,512,0.423828125,0.423828125,453,0.3999999999999999,0.6,
1.2.826.0.1.3680043.23697,512,512,0.362,0.362,638,0.3999999999999999,0.5,
1.2.826.0.1.3680043.23715,512,512,0.351561993361,0.351561993361,259,0.625,0.625,
1.2.826.0.1.3680043.2374,512,512,0.2733047,0.2733047,310,0.7000000000000001,1.0,
1.2.826.0.1.3680043.23758,512,512,0.232422,0.232422,242,0.625,0.625,
1.2.826.0.1.3680043.23765,512,512,0.251,0.251,226,0.8,1.0,
1.2.826.0.1.3680043.23794,512,512,0.253906,0.253906,289,0.625,0.625,
1.2.826.0.1.3680043.23809,512,512,0.353516,0.353516,553,0.3125018115942029,0.625,
1.2.826.0.1.3680043.23817,512,512,0.322266,0.322266,259,0.625,0.625,
1.2.826.0.1.3680043.23840,512,512,0.3359375,0.3359375,478,0.3999999999999999,0.6,
1.2.826.0.1.3680043.23846,512,512,0.31640625,0.31640625,190,1.0,1.0,
1.2.826.0.1.3680043.23847,512,512,0.351,0.351,631,0.4,0.5,
1.2.826.0.1.3680043.23848,512,512,0.302734375,0.302734375,216,1.0000000000000002,1.0,
1.2.826.0.1.3680043.23858,512,512,0.27734375,0.27734375,206,1.0,1.0,
1.2.826.0.1.3680043.23860,512,512,0.265625,0.265625,617,0.3125,0.625,
1.2.826.0.1.3680043.23888,512,512,0.228515625,0.228515625,192,1.0,1.0,
1.2.826.0.1.3680043.23904,512,512,0.590697674418605,0.590697674418605,420,0.6,0.8,
1.2.826.0.1.3680043.23916,512,512,0.312,0.312,258,0.8,1.0,
1.2.826.0.1.3680043.23923,512,512,0.292969,0.292969,356,0.625,0.625,
1.2.826.0.1.3680043.23944,512,512,0.312,0.312,481,0.4,0.5,
1.2.826.0.1.3680043.2395,512,512,0.287109,0.287109,314,0.625,0.625,
1.2.826.0.1.3680043.23957,512,512,0.483,0.483,307,0.7999999999999998,1.0,
1.2.826.0.1.3680043.23968,512,512,0.34375,0.34375,563,0.4,0.6,
1.2.826.0.1.3680043.23978,512,512,0.240234,0.240234,531,0.3125,0.625,
1.2.826.0.1.3680043.23986,512,512,0.29296875,0.29296875,222,1.0,1.0,
1.2.826.0.1.3680043.24007,512,512,0.306640625,0.306640625,368,0.49999995912806544,1.0,
1.2.826.0.1.3680043.24010,512,512,0.234375,0.234375,221,0.625,0.625,
1.2.826.0.1.3680043.24013,512,512,0.320311993361,0.320311993361,394,0.625,0.625,
1.2.826.0.1.3680043.24018,512,512,0.312,0.312,451,0.4,0.5,
1.2.826.0.1.3680043.24045,512,512,0.45,0.45,563,0.3999999999999999,0.5,
